Type;Class;Variable1;Variable2;Frequency;Frequency_Difference;
U;0;(Weather_Condition, Fog);(Traffic_Calming, True);0.000;;
U;0;(Weather_Condition, 'Heavy Rain');(Station, True);0.000;;
U;0;(Weather_Condition, Rain);(Amenity, True);0.000;;
U;0;(Humidity(%), '\'(-inf-43.5]\'');(Weather_Condition, Rain);0.000;;
U;0;(Humidity(%), '\'(68.5-82.5]\'');(Weather_Condition, Fog);0.000;;
U;0;(Wind_Direction, unknown);(Stop, True);0.000;;
U;0;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunder);0.000;;
U;0;(Weather_Condition, Drizzle);(Traffic_Calming, True);0.000;;
U;0;(Temperature(F), '\'(76.9-inf)\'');(Weather_Condition, Fog);0.000;;
U;0;(Weather_Condition, Haze);(Station, True);0.000;;
U;0;(Junction, True);(Stop, True);0.000;;
U;0;(Weather_Condition, Haze);(Amenity, True);0.000;;
U;0;(Weather_Condition, Thunderstorms);(Station, True);0.000;;
U;0;(Weather_Condition, Thunderstorms);(Stop, True);0.000;;
U;0;(Wind_Direction, unknown);(Weather_Condition, Thunderstorms);0.000;;
U;0;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Rain);0.000;;
D;1;(Wind_Direction, unknown);(Crossing, True);0.004;204.325;
D;1;(Wind_Direction, unknown);(Traffic_Signal, True);0.004;68.108;
D;1;(Wind_Direction, Variable);(Weather_Condition, Thunder);0.004;29.189;
D;1;(Weather_Condition, 'Heavy Rain');(Traffic_Signal, True);0.004;29.189;
D;1;(Wind_Direction, Variable);(Crossing, True);0.022;18.575;
D;1;(Wind_Direction, SW);(Weather_Condition, 'Heavy Rain');0.004;15.717;
D;1;(Wind_Direction, N);(Amenity, True);0.004;15.717;
D;0;(Distance(mi), '\'(0.5225-inf)\'');(Sunrise_Sunset, Night);0.102;13.929;
D;0;(Distance(mi), '\'(0.5225-inf)\'');(Temperature(F), '\'(36.95-46.1]\'');0.050;13.567;
D;1;(Wind_Direction, SW);(Weather_Condition, Haze);0.004;12.770;
D;1;(Humidity(%), '\'(82.5-93.5]\'');(Wind_Direction, unknown);0.004;12.770;
D;1;(Wind_Direction, Variable);(Traffic_Signal, True);0.029;12.383;
D;1;(Temperature(F), '\'(46.1-56.9]\'');(Traffic_Calming, True);0.004;12.019;
D;1;(Wind_Direction, unknown);(Weather_Condition, 'Partly Cloudy');0.004;12.019;
D;1;(Weather_Condition, Cloudy);(Amenity, True);0.007;11.676;
D;1;(Crossing, True);(Junction, True);0.004;11.351;
D;1;(Street, large_local);(Wind_Direction, unknown);0.004;10.216;
D;1;(Temperature(F), '\'(67.05-76.9]\'');(Amenity, True);0.007;9.967;
D;1;(Wind_Direction, SE);(Weather_Condition, 'Heavy Rain');0.004;9.730;
D;0;(Street, Highway);(Temperature(F), '\'(36.95-46.1]\'');0.035;9.456;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Weather_Condition, Thunder);0.004;9.287;
D;1;(Wind_Direction, Calm);(Weather_Condition, Thunderstorms);0.004;9.287;
D;0;(Weather_Condition, Clear);(Sunrise_Sunset, Night);0.033;9.157;
D;1;(Temperature(F), '\'(56.9-67.05]\'');(Weather_Condition, Thunderstorms);0.004;8.884;
D;1;(Temperature(F), '\'(67.05-76.9]\'');(Wind_Direction, unknown);0.004;8.884;
D;0;(Street, large_local);(Sunrise_Sunset, Night);0.064;8.765;
D;1;(Humidity(%), '\'(82.5-93.5]\'');(Traffic_Calming, True);0.004;8.514;
D;1;(Pressure(in), '\'(-inf-29.815]\'');(Stop, True);0.022;8.228;
D;1;(Visibility(mi), '\'(-inf-9.5]\'');(Wind_Direction, unknown);0.004;8.173;
D;1;(Wind_Direction, NE);(Amenity, True);0.004;8.173;
D;1;(Street, Interstate);(Weather_Condition, Thunder);0.004;7.859;
D;1;(Weather_Condition, Fog);(Crossing, True);0.004;7.859;
D;0;(Wind_Direction, SE);(Sunrise_Sunset, Night);0.028;7.796;
D;0;(Distance(mi), '\'(0.5225-inf)\'');(Humidity(%), '\'(82.5-93.5]\'');0.055;7.579;
D;1;(Humidity(%), '\'(55.5-68.5]\'');(Weather_Condition, Thunder);0.004;7.568;
D;1;(Wind_Direction, S);(Station, True);0.004;7.568;
D;0;(Wind_Direction, NW);(Sunrise_Sunset, Night);0.055;7.481;
D;1;(Wind_Direction, SW);(Stop, True);0.007;7.297;
D;1;(Humidity(%), '\'(93.5-inf)\'');(Amenity, True);0.004;7.297;
D;0;(Visibility(mi), '\'(-inf-9.5]\'');(Sunrise_Sunset, Night);0.080;7.289;
D;0;(Humidity(%), '\'(55.5-68.5]\'');(Sunrise_Sunset, Night);0.053;7.270;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Amenity, True);0.011;7.046;
D;1;(Temperature(F), '\'(67.05-76.9]\'');(Traffic_Signal, True);0.099;7.046;
D;1;(Wind_Direction, SW);(Amenity, True);0.004;7.046;
D;1;(Wind_Direction, S);(Stop, True);0.004;7.046;
D;1;(Wind_Direction, NE);(Station, True);0.004;7.046;
D;1;(Weather_Condition, Cloudy);(Traffic_Signal, True);0.080;7.002;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Crossing, True);0.142;6.657;
D;0;(Temperature(F), '\'(36.95-46.1]\'');(Humidity(%), '\'(-inf-43.5]\'');0.024;6.641;
D;0;(Street, Interstate);(Wind_Direction, SE);0.024;6.524;
D;1;(Weather_Condition, Cloudy);(Stop, True);0.007;6.487;
D;0;(Street, large_local);(Weather_Condition, Clear);0.023;6.397;
D;1;(Humidity(%), '\'(-inf-43.5]\'');(Stop, True);0.007;6.385;
D;1;(Wind_Direction, S);(Crossing, True);0.018;6.385;
D;0;(Temperature(F), '\'(36.95-46.1]\'');(Wind_Direction, Calm);0.046;6.255;
D;0;(Wind_Direction, W);(Sunrise_Sunset, Night);0.023;6.250;
D;1;(Wind_Direction, E);(Weather_Condition, Fog);0.004;6.192;
D;0;(Distance(mi), '\'(0.5225-inf)\'');(Street, Highway);0.067;6.147;
D;0;(Street, Highway);(Sunrise_Sunset, Night);0.067;6.137;
D;0;(Humidity(%), '\'(-inf-43.5]\'');(Sunrise_Sunset, Night);0.022;6.123;
D;1;(Temperature(F), '\'(67.05-76.9]\'');(Crossing, True);0.044;6.069;
D;0;(Humidity(%), '\'(82.5-93.5]\'');(Weather_Condition, Drizzle);0.022;6.010;
D;0;(Pressure(in), '\'(29.815-30.055]\'');(Sunrise_Sunset, Night);0.109;5.980;
D;1;(Temperature(F), '\'(56.9-67.05]\'');(Crossing, True);0.040;5.868;
D;1;(Weather_Condition, Cloudy);(Crossing, True);0.040;5.778;
D;1;(Humidity(%), '\'(55.5-68.5]\'');(Station, True);0.007;5.756;
D;1;(Temperature(F), '\'(67.05-76.9]\'');(Wind_Direction, Variable);0.033;5.676;
D;1;(Pressure(in), '\'(-inf-29.815]\'');(Crossing, True);0.069;5.643;
D;0;(Street, Highway);(Wind_Direction, SE);0.021;5.628;
D;1;(Humidity(%), '\'(43.5-55.5]\'');(Weather_Condition, Haze);0.004;5.522;
D;0;(Temperature(F), '\'(36.95-46.1]\'');(Sunrise_Sunset, Night);0.080;5.463;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Traffic_Signal, True);0.248;5.413;
D;0;(Temperature(F), '\'(56.9-67.05]\'');(Wind_Direction, SE);0.020;5.364;
D;1;(Wind_Direction, S);(Traffic_Signal, True);0.029;5.342;
D;0;(Street, local);(Wind_Direction, W);0.019;5.300;
D;1;(Wind_Direction, SW);(Crossing, True);0.022;5.284;
D;1;(Wind_Direction, NW);(Station, True);0.007;5.239;
D;1;(Weather_Condition, Fair);(Crossing, True);0.073;5.186;
D;1;(Temperature(F), '\'(76.9-inf)\'');(Stop, True);0.007;5.173;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Wind_Direction, Variable);0.062;5.154;
D;1;(Junction, True);(Traffic_Signal, True);0.004;5.108;
D;1;(Distance(mi), '\'(-inf-0.0135]\'');(Wind_Direction, unknown);0.004;5.108;
D;1;(Street, local);(Weather_Condition, 'Heavy Rain');0.004;5.108;
D;0;(Wind_Direction, N);(Sunrise_Sunset, Night);0.019;5.085;
D;1;(Wind_Direction, Variable);(Junction, False);0.069;5.075;
D;1;(Pressure(in), '\'(-inf-29.815]\'');(Traffic_Signal, True);0.120;5.043;
D;1;(Temperature(F), '\'(56.9-67.05]\'');(Traffic_Signal, True);0.069;5.042;
