Type;Class;Variable1;Variable2;Variable3;Frequency;Frequency_Difference;
U;0;(education_num, 10);(occupation, Prof-specialty);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(relationship, Husband);(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(type_employer, Self-emp-inc);(fnlwgt, '\'(96945-138590]\'');(relationship, Own-child);0.0005;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 4);(occupation, Machine-op-inspct);0.0005;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 5);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0005;;
U;0;(fnlwgt, '\'(96945-138590]\'');(occupation, Tech-support);(relationship, Unmarried);0.0005;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(relationship, Unmarried);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(type_employer, Local-gov);(education_num, 8);(marital_status, Never-married);0.0005;;
U;0;(age, '\'(52.5-inf)\'');(marital_status, Divorced);(occupation, Protective-serv);0.0005;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 5);(relationship, Not-in-family);0.0005;;
U;0;(marital_status, Widowed);(occupation, Handlers-cleaners);(sex, Female);0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(occupation, Prof-specialty);(relationship, Other-relative);0.0005;;
U;0;(education_num, 10);(occupation, Prof-specialty);(relationship, Other-relative);0.0005;;
U;0;(type_employer, Local-gov);(education_num, 10);(marital_status, Widowed);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(marital_status, Married-spouse-absent);(occupation, Other-service);0.0005;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(marital_status, Married-spouse-absent);(occupation, Other-service);0.0005;;
U;0;(marital_status, Widowed);(occupation, Transport-moving);(sex, Female);0.0005;;
U;0;(type_employer, Self-emp-not-inc);(marital_status, Divorced);(occupation, Transport-moving);0.0005;;
U;0;(education_num, 10);(marital_status, Widowed);(occupation, Other-service);0.0005;;
U;0;(type_employer, Private);(occupation, Exec-managerial);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(education_num, 10);(occupation, Exec-managerial);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(type_employer, Local-gov);(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(type_employer, Self-emp-not-inc);(marital_status, Separated);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(fnlwgt, '\'(206692.5-276793.5]\'');(race, Other);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(relationship, Own-child);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(education_num, 5);(marital_status, Divorced);(race, Black);0.0005;;
U;0;(age, '\'(52.5-inf)\'');(education_num, 5);(marital_status, Never-married);0.0005;;
U;0;(education_num, 6);(marital_status, Never-married);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0005;;
U;0;(age, '\'(39.5-45.5]\'');(marital_status, Separated);(relationship, Other-relative);0.0005;;
U;0;(type_employer, Federal-gov);(education_num, 9);(marital_status, Separated);0.0005;;
U;0;(type_employer, Self-emp-not-inc);(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0005;;
U;0;(occupation, Exec-managerial);(relationship, Husband);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(fnlwgt, '\'(96945-138590]\'');(education_num, 6);(occupation, Farming-fishing);0.0005;;
U;0;(age, '\'(39.5-45.5]\'');(education_num, 11);(marital_status, Separated);0.0005;;
U;0;(age, '\'(45.5-52.5]\'');(occupation, Adm-clerical);(relationship, Own-child);0.0005;;
U;0;(type_employer, State-gov);(occupation, Exec-managerial);(relationship, Own-child);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(type_employer, Self-emp-inc);(marital_status, Divorced);0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(marital_status, Separated);(occupation, Transport-moving);0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(occupation, Transport-moving);(relationship, Unmarried);0.0005;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(marital_status, Separated);(occupation, Transport-moving);0.0005;;
U;0;(fnlwgt, '\'(96945-138590]\'');(education_num, 9);(race, Asian-Pac-Islander);0.0005;;
U;0;(age, '\'(39.5-45.5]\'');(fnlwgt, '\'(176261.5-206692.5]\'');(relationship, Other-relative);0.0005;;
U;0;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(-inf-96945]\'');(race, Amer-Indian-Eskimo);0.0005;;
U;0;(marital_status, Married-civ-spouse);(occupation, Sales);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(occupation, Tech-support);(sex, Female);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(education_num, 4);(occupation, Craft-repair);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(education_num, 6);(occupation, Handlers-cleaners);(race, Black);0.0005;;
U;0;(age, '\'(52.5-inf)\'');(education_num, 10);(relationship, Own-child);0.0005;;
U;0;(occupation, Machine-op-inspct);(relationship, Own-child);(hr_worked_per_week, '\'(52.5-inf)\'');0.0005;;
U;0;(education_num, 14);(marital_status, Widowed);(relationship, Unmarried);0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(education_num, 8);(marital_status, Never-married);0.0005;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(206692.5-276793.5]\'');(occupation, Handlers-cleaners);0.0005;;
U;0;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(138590-176261.5]\'');(race, Black);0.0005;;
U;0;(marital_status, Divorced);(occupation, Exec-managerial);(relationship, Other-relative);0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(occupation, Adm-clerical);(race, Asian-Pac-Islander);0.0005;;
U;0;(type_employer, Federal-gov);(marital_status, Separated);(occupation, Adm-clerical);0.0005;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(occupation, Farming-fishing);(sex, Female);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(type_employer, Federal-gov);(occupation, Other-service);0.0005;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(206692.5-276793.5]\'');(relationship, Other-relative);0.0005;;
U;0;(type_employer, Local-gov);(occupation, Adm-clerical);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(marital_status, Never-married);(occupation, Adm-clerical);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(age, '\'(45.5-52.5]\'');(marital_status, Widowed);(occupation, Exec-managerial);0.0005;;
U;0;(education_num, 7);(marital_status, Widowed);(occupation, Adm-clerical);0.0005;;
U;0;(education_num, 6);(occupation, Adm-clerical);(relationship, Unmarried);0.0005;;
U;0;(education_num, 6);(occupation, Adm-clerical);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(type_employer, Local-gov);(relationship, Husband);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(occupation, Farming-fishing);(relationship, Own-child);(sex, Female);0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(education_num, 12);(occupation, Handlers-cleaners);0.0005;;
U;0;(education_num, 13);(occupation, Tech-support);(relationship, Unmarried);0.0005;;
U;0;(type_employer, Local-gov);(marital_status, Never-married);(race, Asian-Pac-Islander);0.0005;;
U;0;(education_num, 10);(marital_status, Married-spouse-absent);(race, Black);0.0005;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(marital_status, Married-civ-spouse);(relationship, Own-child);0.0005;;
U;0;(occupation, Craft-repair);(relationship, Other-relative);(race, Black);0.0005;;
U;0;(age, '\'(45.5-52.5]\'');(fnlwgt, '\'(-inf-96945]\'');(education_num, 4);0.0005;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(276793.5-inf)\'');(education_num, 7);0.0005;;
U;0;(education_num, 14);(marital_status, Divorced);(occupation, Adm-clerical);0.0005;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(occupation, Farming-fishing);(sex, Female);0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 4);(relationship, Not-in-family);0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 4);(sex, Female);0.0005;;
U;0;(fnlwgt, '\'(96945-138590]\'');(education_num, 5);(occupation, Machine-op-inspct);0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(education_num, 5);(occupation, Handlers-cleaners);0.0005;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(occupation, Tech-support);(race, Black);0.0005;;
U;0;(type_employer, Self-emp-not-inc);(education_num, 6);(marital_status, Never-married);0.0005;;
U;0;(relationship, Other-relative);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0005;;
U;0;(marital_status, Separated);(occupation, Sales);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(education_num, 13);(relationship, Other-relative);0.0005;;
U;0;(age, '\'(39.5-45.5]\'');(education_num, 5);(marital_status, Divorced);0.0005;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 5);(marital_status, Divorced);0.0005;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 8);(marital_status, Divorced);0.0005;;
U;0;(occupation, Adm-clerical);(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(education_num, 6);(occupation, Farming-fishing);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(education_num, 6);(marital_status, Separated);(occupation, Other-service);0.0005;;
U;0;(education_num, 11);(marital_status, Widowed);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(education_num, 10);(marital_status, Separated);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(marital_status, Separated);(relationship, Not-in-family);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(occupation, Other-service);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(education_num, 6);(relationship, Own-child);0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 4);(occupation, Craft-repair);0.0005;;
U;0;(age, '\'(45.5-52.5]\'');(occupation, Machine-op-inspct);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(marital_status, Married-spouse-absent);(occupation, Craft-repair);0.0005;;
U;0;(type_employer, Self-emp-not-inc);(marital_status, Never-married);(occupation, Transport-moving);0.0005;;
U;0;(education_num, 7);(occupation, Farming-fishing);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(occupation, Farming-fishing);(relationship, Unmarried);0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(type_employer, Self-emp-inc);(marital_status, Divorced);0.0005;;
U;0;(type_employer, Federal-gov);(marital_status, Married-spouse-absent);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0005;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(relationship, Own-child);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(education_num, 4);(occupation, Farming-fishing);(sex, Female);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(education_num, 13);(race, Other);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(occupation, Prof-specialty);(race, Other);0.0005;;
U;0;(fnlwgt, '\'(96945-138590]\'');(marital_status, Never-married);(race, Other);0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(education_num, 4);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(marital_status, Divorced);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(marital_status, Divorced);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(occupation, Other-service);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(type_employer, Local-gov);(relationship, Own-child);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0005;;
U;0;(marital_status, Divorced);(occupation, Machine-op-inspct);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 8);(occupation, Machine-op-inspct);0.0005;;
U;0;(education_num, 8);(marital_status, Divorced);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(education_num, 6);(marital_status, Widowed);(sex, Male);0.0005;;
U;0;(type_employer, Local-gov);(fnlwgt, '\'(176261.5-206692.5]\'');(marital_status, Widowed);0.0005;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(education_num, 6);(race, Black);0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(fnlwgt, '\'(96945-138590]\'');(occupation, Handlers-cleaners);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(race, Amer-Indian-Eskimo);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(education_num, 7);(occupation, Other-service);(hr_worked_per_week, '\'(52.5-inf)\'');0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(education_num, 8);(occupation, Adm-clerical);0.0005;;
U;0;(age, '\'(52.5-inf)\'');(marital_status, Widowed);(occupation, Handlers-cleaners);0.0005;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(education_num, 6);(occupation, Handlers-cleaners);0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(education_num, 7);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(education_num, 5);(marital_status, Divorced);0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(occupation, Farming-fishing);(relationship, Unmarried);0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(marital_status, Never-married);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(education_num, 6);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(education_num, 5);(occupation, Craft-repair);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0005;;
U;0;(type_employer, Local-gov);(marital_status, Married-spouse-absent);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0005;;
U;0;(age, '\'(45.5-52.5]\'');(education_num, 6);(relationship, Unmarried);0.0005;;
U;0;(type_employer, Local-gov);(education_num, 11);(relationship, Own-child);0.0005;;
U;0;(type_employer, Self-emp-inc);(education_num, 6);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0005;;
U;0;(type_employer, Self-emp-not-inc);(education_num, 11);(relationship, Unmarried);0.0005;;
U;0;(education_num, 11);(relationship, Other-relative);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0005;;
U;0;(age, '\'(52.5-inf)\'');(marital_status, Married-spouse-absent);(relationship, Unmarried);0.0005;;
U;0;(education_num, 7);(occupation, Craft-repair);(relationship, Unmarried);0.0005;;
U;0;(education_num, 9);(marital_status, Never-married);(race, Other);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(fnlwgt, '\'(96945-138590]\'');(race, Amer-Indian-Eskimo);0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(occupation, Transport-moving);(relationship, Unmarried);0.0005;;
U;0;(type_employer, Federal-gov);(marital_status, Never-married);(race, Asian-Pac-Islander);0.0005;;
U;0;(fnlwgt, '\'(96945-138590]\'');(education_num, 5);(occupation, Other-service);0.0005;;
U;0;(age, '\'(39.5-45.5]\'');(occupation, Craft-repair);(relationship, Other-relative);0.0005;;
U;0;(age, '\'(45.5-52.5]\'');(marital_status, Divorced);(occupation, Farming-fishing);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(education_num, 5);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(type_employer, Local-gov);(education_num, 14);0.0005;;
U;0;(type_employer, State-gov);(marital_status, Widowed);(occupation, Adm-clerical);0.0005;;
U;0;(type_employer, Self-emp-not-inc);(education_num, 11);(relationship, Own-child);0.0005;;
U;0;(education_num, 11);(occupation, Farming-fishing);(relationship, Own-child);0.0005;;
U;0;(age, '\'(52.5-inf)\'');(occupation, Other-service);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(age, '\'(39.5-45.5]\'');(fnlwgt, '\'(176261.5-206692.5]\'');(marital_status, Widowed);0.0005;;
U;0;(type_employer, State-gov);(education_num, 10);(occupation, Transport-moving);0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(education_num, 5);(occupation, Sales);0.0005;;
U;0;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(206692.5-276793.5]\'');(marital_status, Separated);0.0005;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 9);(race, Amer-Indian-Eskimo);0.0005;;
U;0;(fnlwgt, '\'(96945-138590]\'');(race, Other);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0005;;
U;0;(type_employer, Local-gov);(relationship, Unmarried);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(age, '\'(39.5-45.5]\'');(type_employer, Self-emp-not-inc);(marital_status, Separated);0.0005;;
U;0;(age, '\'(34.5-39.5]\'');(education_num, 12);(marital_status, Separated);0.0005;;
U;0;(fnlwgt, '\'(176261.5-206692.5]\'');(occupation, Sales);(relationship, Other-relative);0.0005;;
U;0;(age, '\'(27.5-34.5]\'');(education_num, 5);(occupation, Machine-op-inspct);0.0005;;
U;0;(education_num, 11);(marital_status, Never-married);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(education_num, 7);(occupation, Craft-repair);(sex, Female);0.0005;;
U;0;(age, '\'(-inf-27.5]\'');(type_employer, Local-gov);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0005;;
U;0;(fnlwgt, '\'(138590-176261.5]\'');(marital_status, Married-spouse-absent);(race, Black);0.0005;;
U;0;(fnlwgt, '\'(-inf-96945]\'');(education_num, 11);(race, Black);0.0005;;
U;0;(type_employer, Local-gov);(education_num, 5);(marital_status, Married-civ-spouse);0.0005;;
U;0;(type_employer, Local-gov);(education_num, 5);(relationship, Husband);0.0005;;
U;1;(type_employer, State-gov);(fnlwgt, '\'(96945-138590]\'');(education_num, 15);0.0004;;
U;1;(age, '\'(34.5-39.5]\'');(education_num, 15);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0004;;
U;1;(type_employer, Self-emp-not-inc);(education_num, 15);(occupation, Sales);0.0004;;
U;1;(type_employer, Self-emp-inc);(education_num, 15);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0004;;
U;1;(age, '\'(27.5-34.5]\'');(type_employer, Self-emp-inc);(education_num, 15);0.0004;;
U;1;(type_employer, State-gov);(education_num, 16);(relationship, Wife);0.0004;;
U;1;(fnlwgt, '\'(-inf-96945]\'');(education_num, 14);(race, Black);0.0004;;
U;1;(education_num, 15);(occupation, Sales);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0004;;
U;1;(type_employer, Self-emp-inc);(marital_status, Widowed);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0004;;
U;1;(age, '\'(45.5-52.5]\'');(type_employer, Federal-gov);(education_num, 16);0.0004;;
U;1;(type_employer, Self-emp-inc);(education_num, 15);(relationship, Not-in-family);0.0004;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 14);(occupation, Tech-support);0.0004;;
U;1;(age, '\'(45.5-52.5]\'');(education_num, 7);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0004;;
U;1;(age, '\'(52.5-inf)\'');(type_employer, Self-emp-inc);(education_num, 16);0.0004;;
U;1;(type_employer, Self-emp-inc);(education_num, 9);(relationship, Wife);0.0004;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 5);(hr_worked_per_week, '\'(52.5-inf)\'');0.0004;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 6);(occupation, Prof-specialty);0.0004;;
U;1;(type_employer, Self-emp-inc);(education_num, 16);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0004;;
U;1;(education_num, 13);(race, Asian-Pac-Islander);(hr_worked_per_week, '\'(52.5-inf)\'');0.0004;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 15);(relationship, Wife);0.0004;;
U;1;(education_num, 15);(relationship, Wife);(hr_worked_per_week, '\'(52.5-inf)\'');0.0004;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 16);(marital_status, Divorced);0.0004;;
U;1;(age, '\'(45.5-52.5]\'');(type_employer, Self-emp-not-inc);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0004;;
U;1;(type_employer, Federal-gov);(fnlwgt, '\'(206692.5-276793.5]\'');(relationship, Wife);0.0004;;
U;1;(type_employer, Self-emp-inc);(occupation, Sales);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0004;;
U;1;(education_num, 14);(marital_status, Separated);(occupation, Exec-managerial);0.0004;;
U;1;(age, '\'(34.5-39.5]\'');(education_num, 16);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0004;;
U;1;(type_employer, Local-gov);(education_num, 16);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0004;;
U;1;(age, '\'(45.5-52.5]\'');(occupation, Protective-serv);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0004;;
U;1;(type_employer, Private);(education_num, 16);(occupation, Craft-repair);0.0004;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 14);(occupation, Transport-moving);0.0004;;
U;1;(type_employer, State-gov);(education_num, 16);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0004;;
U;1;(education_num, 15);(marital_status, Divorced);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0004;;
U;1;(age, '\'(45.5-52.5]\'');(type_employer, Federal-gov);(education_num, 15);0.0004;;
U;1;(age, '\'(39.5-45.5]\'');(education_num, 15);(relationship, Wife);0.0004;;
U;1;(type_employer, Self-emp-inc);(education_num, 9);(race, Asian-Pac-Islander);0.0004;;
U;1;(education_num, 15);(occupation, Craft-repair);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0004;;
U;1;(age, '\'(45.5-52.5]\'');(education_num, 12);(occupation, Farming-fishing);0.0004;;
U;1;(education_num, 12);(occupation, Farming-fishing);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0004;;
U;1;(education_num, 14);(race, Black);(hr_worked_per_week, '\'(52.5-inf)\'');0.0004;;
U;1;(education_num, 5);(occupation, Exec-managerial);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0004;;
U;1;(age, '\'(45.5-52.5]\'');(type_employer, State-gov);(occupation, Sales);0.0004;;
U;1;(education_num, 15);(relationship, Wife);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0004;;
U;1;(age, '\'(34.5-39.5]\'');(education_num, 14);(occupation, Protective-serv);0.0004;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 16);(relationship, Wife);0.0004;;
U;1;(fnlwgt, '\'(-inf-96945]\'');(education_num, 15);(occupation, Adm-clerical);0.0004;;
U;1;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(276793.5-inf)\'');(hr_worked_per_week, '\'(37.5-39.5]\'');0.0004;;
U;1;(education_num, 11);(relationship, Wife);(hr_worked_per_week, '\'(52.5-inf)\'');0.0004;;
U;1;(age, '\'(34.5-39.5]\'');(type_employer, Local-gov);(education_num, 15);0.0004;;
U;1;(education_num, 12);(occupation, Handlers-cleaners);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0004;;
U;1;(age, '\'(45.5-52.5]\'');(education_num, 8);(hr_worked_per_week, '\'(-inf-37.5]\'');0.0004;;
U;1;(education_num, 14);(occupation, Machine-op-inspct);(hr_worked_per_week, '\'(39.5-40.5]\'');0.0004;;
U;1;(education_num, 4);(occupation, Exec-managerial);(hr_worked_per_week, '\'(52.5-inf)\'');0.0004;;
U;1;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 8);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0004;;
U;1;(type_employer, Local-gov);(fnlwgt, '\'(176261.5-206692.5]\'');(occupation, Sales);0.0004;;
U;1;(type_employer, Local-gov);(education_num, 13);(occupation, Sales);0.0004;;
U;1;(fnlwgt, '\'(176261.5-206692.5]\'');(occupation, Protective-serv);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0004;;
U;1;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 7);(occupation, Prof-specialty);0.0004;;
U;1;(age, '\'(27.5-34.5]\'');(type_employer, Local-gov);(occupation, Sales);0.0004;;
U;1;(type_employer, Local-gov);(education_num, 9);(occupation, Sales);0.0004;;
U;1;(type_employer, Private);(education_num, 5);(occupation, Prof-specialty);0.0004;;
U;1;(type_employer, Private);(education_num, 8);(occupation, Tech-support);0.0004;;
U;1;(fnlwgt, '\'(-inf-96945]\'');(education_num, 15);(occupation, Craft-repair);0.0004;;
U;1;(education_num, 14);(occupation, Protective-serv);(hr_worked_per_week, '\'(40.5-47.5]\'');0.0004;;
U;1;(fnlwgt, '\'(176261.5-206692.5]\'');(education_num, 8);(occupation, Prof-specialty);0.0004;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 8);(occupation, Prof-specialty);0.0004;;
U;1;(fnlwgt, '\'(138590-176261.5]\'');(education_num, 14);(occupation, Protective-serv);0.0004;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 15);(occupation, Sales);0.0004;;
U;1;(age, '\'(27.5-34.5]\'');(education_num, 7);(occupation, Prof-specialty);0.0004;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 7);(occupation, Exec-managerial);0.0004;;
U;1;(age, '\'(39.5-45.5]\'');(education_num, 15);(occupation, Adm-clerical);0.0004;;
U;1;(education_num, 8);(marital_status, Married-civ-spouse);(occupation, Protective-serv);0.0004;;
U;1;(education_num, 8);(occupation, Protective-serv);(relationship, Husband);0.0004;;
U;1;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 15);(occupation, Craft-repair);0.0004;;
U;1;(age, '\'(34.5-39.5]\'');(occupation, Tech-support);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0004;;
U;1;(fnlwgt, '\'(96945-138590]\'');(education_num, 5);(occupation, Exec-managerial);0.0004;;
U;1;(education_num, 7);(marital_status, Married-civ-spouse);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0004;;
U;1;(education_num, 7);(relationship, Husband);(hr_worked_per_week, '\'(37.5-39.5]\'');0.0004;;
U;1;(type_employer, Local-gov);(fnlwgt, '\'(276793.5-inf)\'');(occupation, Sales);0.0004;;
U;1;(type_employer, State-gov);(fnlwgt, '\'(138590-176261.5]\'');(education_num, 11);0.0004;;
U;1;(type_employer, Self-emp-inc);(fnlwgt, '\'(138590-176261.5]\'');(hr_worked_per_week, '\'(37.5-39.5]\'');0.0004;;
U;0;(type_employer, State-gov);(occupation, Transport-moving);(relationship, Not-in-family);0.0004;;
U;0;(fnlwgt, '\'(276793.5-inf)\'');(education_num, 9);(race, Other);0.0004;;
U;0;(occupation, Protective-serv);(relationship, Unmarried);(race, Black);0.0004;;
U;0;(type_employer, Private);(education_num, 3);(occupation, Craft-repair);0.0004;;
U;0;(fnlwgt, '\'(206692.5-276793.5]\'');(education_num, 4);(hr_worked_per_week, '\'(47.5-52.5]\'');0.0004;;
U;0;(type_employer, Self-emp-not-inc);(fnlwgt, '\'(96945-138590]\'');(race, Black);0.0004;;
