Severity,Start_Time,Distance(mi),Street,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Weather_Condition,Amenity,Crossing,Junction,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset,Snow_Or_Ice,Low_Vis_Weather,Rain,Freezing?,Slowdown,Season
1,2017-03-22 07:58:04,0.01,local,35.6,48.0,30.12,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-22 08:10:25,0.01,large_local,33.1,50.0,30.21,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-22 08:11:09,0.01,Interstate,42.8,53.0,30.11,10.0,NW,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-22 08:26:18,0.01,large_local,42.8,42.0,30.16,10.0,NW,Partly Cloudy,0,0,0,0,0,0,0,1,Day,0,0,0,0,1,Spring
1,2017-03-22 09:57:50,0.01,Interstate,37.4,41.0,30.25,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-22 10:11:54,0.01,Interstate,42.8,39.0,30.19,10.0,NW,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-22 14:57:58,0.01,Interstate,46.0,20.0,30.25,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-22 15:18:05,0.01,large_local,44.6,23.0,30.26,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-22 16:19:13,0.01,Interstate,48.9,22.0,30.28,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-22 17:07:20,0.01,Interstate,44.6,21.0,30.32,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-22 17:23:14,0.01,large_local,42.8,19.0,30.31,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-23 06:43:05,0.01,large_local,23.0,63.0,30.62,10.0,Calm,Clear,0,0,1,0,0,0,0,0,Night,0,0,0,1,1,Spring
1,2017-03-23 06:46:22,0.01,Interstate,23.0,63.0,30.62,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Night,0,0,0,1,0,Spring
1,2017-03-23 07:25:36,0.01,local,23.0,63.0,30.63,10.0,Calm,Clear,0,1,0,0,0,0,0,0,Day,0,0,0,1,1,Spring
1,2017-03-23 07:37:21,0.01,large_local,30.0,38.0,30.65,10.0,E,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-23 08:11:31,0.01,large_local,28.4,69.0,30.65,10.0,Calm,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,1,1,Spring
1,2017-03-23 08:16:46,0.01,Beltway,30.0,38.0,30.65,10.0,E,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-23 08:10:47,0.01,Beltway,26.6,51.0,30.65,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-23 08:53:00,0.01,large_local,30.9,33.0,30.65,10.0,NE,Partly Cloudy,0,0,1,0,0,0,0,0,Day,0,0,0,1,1,Spring
1,2017-03-23 09:16:21,0.01,large_local,29.8,34.0,30.66,10.0,Variable,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,1,1,Spring
1,2017-03-23 09:16:36,0.01,Highway,32.0,35.0,30.68,10.0,NE,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-23 09:35:38,0.01,Beltway,32.0,32.0,30.67,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-23 09:30:17,0.01,Highway,32.0,35.0,30.68,10.0,NE,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-23 18:06:15,0.01,Interstate,45.0,29.0,30.52,10.0,SE,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-23 20:31:50,0.01,Beltway,41.0,39.0,30.52,10.0,SE,Clear,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2017-03-23 20:42:04,0.01,large_local,39.2,45.0,30.51,10.0,SE,Clear,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2017-03-24 05:36:19,0.01,Beltway,33.8,65.0,30.47,10.0,SE,Clear,0,0,1,0,0,0,0,0,Night,0,0,0,1,1,Spring
1,2017-03-24 07:38:50,0.01,Beltway,35.8,55.0,30.49,10.0,S,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,1,1,Spring
1,2017-03-24 08:21:32,0.01,Interstate,35.1,61.0,30.46,10.0,SW,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-24 08:35:12,0.01,Interstate,37.0,59.0,30.46,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-24 08:39:46,0.01,Interstate,37.0,59.0,30.46,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-24 09:09:25,0.01,Highway,39.9,59.0,30.48,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-24 09:15:41,0.01,Interstate,37.0,59.0,30.46,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,1,0,Spring
1,2017-03-24 09:26:22,0.01,large_local,39.2,56.0,30.46,10.0,SW,Mostly Cloudy,0,0,0,0,0,0,0,1,Day,0,0,0,0,1,Spring
1,2017-03-24 10:55:05,0.01,Interstate,44.1,60.0,30.43,10.0,SW,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-24 11:16:42,0.01,Beltway,39.9,83.0,30.44,6.0,S,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-24 14:27:14,0.01,large_local,51.8,62.0,30.29,10.0,SE,Partly Cloudy,0,0,0,0,0,0,0,1,Day,0,0,0,0,1,Spring
1,2017-03-25 09:30:30,0.01,large_local,66.9,52.0,30.19,10.0,W,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 09:51:19,0.01,large_local,60.8,59.0,30.19,10.0,SW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-25 10:21:23,0.01,large_local,64.4,52.0,30.19,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 10:40:48,0.01,Beltway,64.9,61.0,30.19,10.0,S,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 11:06:28,0.01,Interstate,69.8,46.0,30.2,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 12:17:58,0.01,Beltway,66.9,57.0,30.19,10.0,S,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 12:56:34,0.01,large_local,74.1,43.0,30.18,10.0,SW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-25 13:11:04,0.01,Highway,73.0,46.0,30.17,10.0,W,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 13:54:09,1.84,large_local,73.4,44.0,30.15,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 14:17:48,0.01,local,77.7,41.0,30.16,10.0,SW,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 14:16:30,0.01,Beltway,75.2,41.0,30.15,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 16:00:34,0.01,Interstate,78.1,40.0,30.12,10.0,NW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-25 16:16:18,0.01,Highway,78.8,47.0,30.16,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-26 07:50:37,0.01,Interstate,44.1,79.0,30.37,10.0,NE,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-26 07:56:03,0.01,Interstate,46.4,87.0,30.36,10.0,NE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-26 10:56:49,0.01,Interstate,46.4,93.0,30.39,10.0,E,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-26 13:51:53,0.01,Interstate,46.9,93.0,30.34,5.0,E,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-26 14:06:48,0.01,local,51.8,71.0,30.25,10.0,NE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-26 14:35:21,0.01,local,51.8,71.0,30.24,10.0,Calm,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-26 14:35:52,0.01,Highway,46.8,84.0,30.34,7.0,E,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-26 20:20:44,0.01,large_local,45.0,100.0,30.26,2.5,E,Overcast,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2017-03-27 04:35:43,0.01,large_local,44.6,93.0,30.11,2.0,Calm,Overcast,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2017-03-27 05:26:17,0.01,Interstate,44.1,100.0,30.1,0.2,E,Fog,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2017-03-27 07:40:35,0.01,Interstate,44.1,100.0,30.08,0.5,SE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-27 08:06:11,0.01,Beltway,44.6,100.0,30.09,0.2,Calm,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-27 08:51:34,0.01,local,46.4,100.0,30.11,0.5,Calm,Fog,0,0,1,0,0,0,0,1,Day,0,0,0,0,2,Spring
1,2017-03-27 09:15:14,0.01,Interstate,46.4,100.0,30.11,0.5,Calm,Fog,0,0,1,0,0,0,0,1,Day,0,0,0,0,2,Spring
1,2017-03-27 11:50:17,0.01,large_local,51.8,94.0,30.06,7.0,Calm,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-27 16:13:52,0.01,Interstate,69.1,63.0,29.97,10.0,SE,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-27 17:25:13,0.01,Beltway,73.6,53.0,29.93,10.0,W,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-27 17:27:58,0.01,Interstate,73.4,65.0,29.95,10.0,SW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-27 17:46:39,0.01,Beltway,73.0,59.0,29.92,10.0,NE,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-27 18:01:54,0.01,Beltway,73.0,59.0,29.92,10.0,NE,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-27 18:02:03,0.01,Beltway,69.6,63.0,29.94,10.0,SE,Scattered Clouds,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-27 18:52:00,0.01,Beltway,69.1,62.0,29.92,10.0,E,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-28 06:06:55,0.01,Interstate,55.0,96.0,29.84,7.0,Calm,Overcast,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2017-03-28 06:50:16,0.01,Interstate,51.8,94.0,29.85,2.0,N,Mostly Cloudy,0,0,0,0,0,0,0,0,Night,0,0,1,0,0,Spring
1,2017-03-28 06:59:00,0.01,Interstate,61.0,87.0,29.85,10.0,S,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-28 07:48:59,0.01,local,53.6,100.0,29.88,1.2,Calm,Mostly Cloudy,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-28 07:51:13,0.01,Interstate,55.0,100.0,29.86,6.0,E,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-28 08:25:48,0.01,Interstate,55.4,100.0,29.88,2.0,Calm,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-28 08:35:35,0.01,Interstate,52.0,97.0,29.87,1.2,NW,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-28 08:35:00,0.01,Interstate,56.7,90.0,29.86,10.0,Calm,Mostly Cloudy,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-28 09:05:51,0.01,local,55.4,100.0,29.91,1.0,Calm,Thunderstorms,0,0,1,0,0,0,0,0,Day,0,0,1,0,1,Spring
1,2017-03-28 09:14:39,0.01,Interstate,55.9,100.0,29.86,1.5,Calm,Thunderstorms,0,0,1,0,0,0,0,0,Day,0,0,1,0,1,Spring
1,2017-03-28 09:30:01,0.01,Interstate,53.1,96.0,29.9,1.5,N,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-28 09:59:22,0.01,Highway,55.4,100.0,29.91,1.0,Calm,Thunderstorms,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-28 12:45:27,0.01,large_local,66.0,93.0,29.83,6.0,Calm,Overcast,0,0,1,0,0,0,0,0,Day,0,0,1,0,1,Spring
1,2017-03-28 13:36:50,0.01,Interstate,64.9,81.0,29.83,9.0,NW,Mostly Cloudy,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-28 14:06:27,0.01,Interstate,60.8,100.0,29.86,5.0,Calm,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-28 18:35:01,0.01,Interstate,66.0,65.0,29.87,10.0,NE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-29 05:21:52,0.01,large_local,55.4,72.0,30.04,10.0,N,Overcast,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2017-03-29 07:30:11,0.01,Interstate,51.1,68.0,30.09,10.0,NW,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-29 07:41:03,0.01,large_local,51.1,68.0,30.09,10.0,NW,Partly Cloudy,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-29 07:56:44,0.01,Beltway,52.7,67.0,30.09,10.0,N,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-29 08:16:54,0.01,large_local,50.0,74.0,30.15,10.0,N,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-29 09:54:08,0.01,Interstate,53.1,57.0,30.12,10.0,NW,Partly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-29 10:07:11,0.01,Interstate,54.1,57.0,30.12,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-29 12:33:07,0.01,Interstate,60.8,45.0,30.14,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-29 16:50:28,0.01,Beltway,63.1,33.0,30.08,10.0,N,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-29 17:18:59,0.01,large_local,62.1,38.0,30.14,10.0,N,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-29 18:20:23,0.01,Beltway,61.7,38.0,30.11,10.0,N,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-30 08:11:01,0.01,local,43.0,57.0,30.27,10.0,E,Mostly Cloudy,0,1,0,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-30 13:05:56,0.01,Interstate,48.9,43.0,30.24,10.0,Variable,Scattered Clouds,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-30 13:26:48,0.01,Interstate,48.0,42.0,30.22,10.0,SE,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-30 13:52:26,0.01,large_local,50.0,47.0,30.21,10.0,SE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-30 14:30:07,0.01,large_local,50.0,50.0,30.19,10.0,E,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-30 16:07:29,0.01,Interstate,48.9,52.0,30.14,10.0,SE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-30 17:47:15,0.01,Beltway,54.0,57.0,30.09,10.0,SE,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-03-31 06:26:14,0.01,Interstate,42.8,100.0,29.98,2.0,NE,Rain,0,0,0,0,0,0,0,0,Night,0,0,1,0,0,Spring
1,2017-03-31 06:26:40,0.01,Interstate,42.8,100.0,29.98,2.0,NE,Rain,0,0,0,0,0,0,0,0,Night,0,0,1,0,0,Spring
1,2017-03-31 06:47:36,0.01,large_local,42.1,100.0,29.95,5.0,E,Drizzle,0,0,1,0,0,0,0,0,Night,0,0,1,0,1,Spring
1,2017-03-31 07:41:08,0.01,Interstate,42.1,100.0,29.93,3.0,NE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-31 08:05:42,0.01,Interstate,42.1,100.0,29.92,2.5,E,Rain,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-31 09:22:07,0.01,Interstate,42.1,89.0,29.86,2.0,NE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-31 11:38:58,0.01,Interstate,42.1,89.0,29.82,5.0,NE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-31 12:03:00,0.01,local,46.6,97.0,29.77,8.0,N,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-31 13:25:48,0.01,local,44.1,89.0,29.73,10.0,N,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-31 13:27:18,0.01,Beltway,45.7,95.0,29.69,5.0,NW,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-03-31 13:41:37,0.01,Interstate,46.9,100.0,29.67,2.5,NE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-31 13:36:01,0.01,Highway,47.5,99.0,29.72,1.0,NE,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-03-31 14:35:40,0.01,large_local,47.8,95.0,29.64,7.0,NE,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-01 08:16:11,0.01,local,44.6,87.0,29.86,10.0,NW,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-01 10:21:09,0.01,large_local,52.9,68.0,29.87,10.0,NW,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-01 10:27:32,0.01,Interstate,53.6,77.0,29.88,10.0,NW,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-01 10:32:43,0.01,large_local,53.6,65.0,29.87,10.0,NW,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-01 12:12:28,0.01,Beltway,54.1,62.0,29.91,10.0,NW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-01 14:20:11,1.58,large_local,55.9,54.0,29.92,10.0,NW,Overcast,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-01 14:41:34,0.01,large_local,55.0,62.0,29.92,10.0,NW,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-01 14:47:13,0.01,large_local,55.0,62.0,29.92,10.0,NW,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-01 14:52:07,0.01,large_local,55.0,62.0,29.92,10.0,NW,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-01 18:14:05,0.01,Beltway,53.2,55.0,30.01,10.0,NW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-02 07:12:43,0.01,local,39.9,75.0,30.21,9.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-02 07:52:22,0.01,Beltway,46.0,63.0,30.24,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-02 07:56:35,0.01,large_local,43.7,64.0,30.22,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-02 09:19:29,0.01,Beltway,47.1,59.0,30.26,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-02 09:26:38,0.01,local,52.0,53.0,30.24,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-02 09:55:50,0.01,Beltway,50.2,54.0,30.25,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-02 11:07:20,0.01,large_local,54.3,44.0,30.24,10.0,NW,Clear,0,0,0,0,0,0,0,1,Day,0,0,0,0,1,Spring
1,2017-04-02 12:44:37,0.01,local,59.0,48.0,30.25,10.0,W,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-02 14:48:02,0.01,local,62.6,37.0,30.17,10.0,NW,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-03 05:02:20,0.01,large_local,43.0,80.0,30.09,10.0,Calm,Mostly Cloudy,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2017-04-03 06:32:56,0.01,Beltway,39.7,87.0,30.11,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2017-04-03 08:18:26,0.01,Beltway,51.1,80.0,30.13,10.0,S,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-03 08:30:28,0.01,Highway,49.8,83.0,30.13,10.0,Calm,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-03 08:42:51,0.01,large_local,52.9,67.0,30.11,10.0,S,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-03 08:50:49,0.01,large_local,52.9,67.0,30.11,10.0,S,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-03 13:12:05,0.01,Interstate,66.9,45.0,30.0,10.0,S,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-03 14:12:27,0.01,Interstate,69.1,42.0,29.96,10.0,SE,Mostly Cloudy,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-03 16:57:22,0.01,Beltway,66.0,50.0,29.89,10.0,S,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-03 19:02:19,0.01,large_local,64.0,60.0,29.8,10.0,S,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-04 06:16:48,3.28,Beltway,63.0,90.0,29.6,10.0,SW,Overcast,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2017-04-04 07:22:35,0.01,Interstate,57.2,100.0,29.59,7.0,SE,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-04 07:27:19,0.01,Interstate,57.2,100.0,29.59,7.0,SE,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-04 07:38:15,0.01,Interstate,62.1,93.0,29.57,10.0,SW,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-04-04 07:41:46,0.01,Interstate,62.1,93.0,29.57,10.0,SW,Drizzle,0,0,0,0,0,0,0,0,Day,0,0,1,0,0,Spring
1,2017-04-04 08:08:57,0.01,Interstate,62.1,93.0,29.57,10.0,SW,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-04 08:07:54,0.01,Interstate,57.2,100.0,29.59,7.0,SE,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-04 08:53:05,0.01,Interstate,63.0,90.0,29.57,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-04 09:37:44,0.01,Beltway,74.7,44.0,29.57,10.0,SW,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-04 14:53:25,0.01,Highway,75.9,36.0,29.57,10.0,W,Mostly Cloudy,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-04 14:50:19,0.01,Interstate,78.8,47.0,29.59,10.0,SW,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-04 18:06:38,0.01,large_local,78.8,29.0,29.61,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-05 05:58:06,0.01,large_local,58.5,54.0,29.86,10.0,W,Clear,0,0,1,0,0,0,0,0,Night,0,0,0,0,1,Spring
1,2017-04-05 07:22:00,0.01,local,55.0,69.0,29.88,10.0,Calm,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-05 07:52:08,0.01,Interstate,59.0,63.0,29.92,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-05 07:59:08,0.01,large_local,59.5,55.0,29.92,10.0,NW,Clear,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-05 08:41:35,0.01,Beltway,60.8,52.0,29.94,10.0,NW,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-05 10:31:55,0.01,Interstate,64.9,45.0,29.94,10.0,NW,Scattered Clouds,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
1,2017-04-05 19:28:27,0.01,local,66.2,52.0,29.83,10.0,S,Clear,0,0,1,0,0,0,0,0,Day,0,0,0,0,1,Spring
1,2017-04-06 04:51:12,0.01,Interstate,51.8,100.0,29.71,10.0,NE,Overcast,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2017-04-06 06:00:56,0.01,Beltway,52.9,88.0,29.62,10.0,NE,Overcast,0,0,0,0,0,0,0,0,Night,0,0,0,0,0,Spring
1,2017-04-06 07:02:32,0.01,Interstate,52.0,93.0,29.53,10.0,E,Overcast,0,0,0,0,0,0,0,0,Day,0,0,0,0,0,Spring
