age,type_employer,fnlwgt,education_num,marital_status,occupation,relationship,race,sex,hr_worked_per_week
'\'(39.5-45.5]\'',Local-gov,'\'(176261.5-206692.5]\'',9,Married-civ-spouse,Transport-moving,Husband,Black,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(-inf-37.5]\''
'\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',10,Never-married,Prof-specialty,Unmarried,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Self-emp-inc,'\'(138590-176261.5]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(96945-138590]\'',7,Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Federal-gov,'\'(-inf-96945]\'',13,Widowed,Exec-managerial,Unmarried,White,Female,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(-inf-37.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(-inf-27.5]\'',Private,'\'(138590-176261.5]\'',9,Divorced,Exec-managerial,Not-in-family,White,Female,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Self-emp-inc,'\'(-inf-96945]\'',10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',14,Never-married,Exec-managerial,Not-in-family,White,Female,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Local-gov,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Protective-serv,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',State-gov,'\'(-inf-96945]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Self-emp-inc,'\'(176261.5-206692.5]\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',14,Never-married,Exec-managerial,Not-in-family,Black,Female,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Local-gov,'\'(276793.5-inf)\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Local-gov,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Protective-serv,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',14,Divorced,Exec-managerial,Unmarried,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Self-emp-inc,'\'(206692.5-276793.5]\'',14,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Federal-gov,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',16,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',15,Divorced,Prof-specialty,Not-in-family,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Wife,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Federal-gov,'\'(138590-176261.5]\'',9,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Self-emp-inc,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(138590-176261.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Other-service,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Self-emp-not-inc,'\'(138590-176261.5]\'',10,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',12,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(96945-138590]\'',5,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',16,Divorced,Sales,Not-in-family,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',9,Never-married,Sales,Not-in-family,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Local-gov,'\'(-inf-96945]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Self-emp-inc,'\'(138590-176261.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Federal-gov,'\'(138590-176261.5]\'',14,Never-married,Exec-managerial,Not-in-family,White,Female,'\'(52.5-inf)\''
'\'(52.5-inf)\'',Self-emp-inc,'\'(-inf-96945]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Local-gov,'\'(138590-176261.5]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Local-gov,'\'(96945-138590]\'',10,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Local-gov,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Sales,Husband,Black,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Federal-gov,'\'(-inf-96945]\'',13,Married-civ-spouse,Adm-clerical,Husband,Black,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',15,Never-married,Prof-specialty,Not-in-family,White,Female,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(96945-138590]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',State-gov,'\'(206692.5-276793.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(-inf-37.5]\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(138590-176261.5]\'',16,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Federal-gov,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Self-emp-not-inc,'\'(-inf-96945]\'',9,Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Self-emp-inc,'\'(276793.5-inf)\'',14,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\''
'\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Self-emp-not-inc,'\'(138590-176261.5]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(37.5-39.5]\''
'\'(52.5-inf)\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Self-emp-not-inc,'\'(-inf-96945]\'',13,Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',7,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',14,Divorced,Prof-specialty,Not-in-family,White,Female,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Local-gov,'\'(-inf-96945]\'',14,Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',12,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',13,Never-married,Prof-specialty,Not-in-family,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Local-gov,'\'(206692.5-276793.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(96945-138590]\'',14,Divorced,Exec-managerial,Unmarried,White,Female,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',10,Divorced,Adm-clerical,Own-child,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Local-gov,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(47.5-52.5]\''
'\'(-inf-27.5]\'',Private,'\'(176261.5-206692.5]\'',11,Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(96945-138590]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Federal-gov,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\''
'\'(27.5-34.5]\'',Federal-gov,'\'(96945-138590]\'',13,Married-AF-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Tech-support,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(-inf-96945]\'',13,Never-married,Exec-managerial,Own-child,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(138590-176261.5]\'',13,Never-married,Exec-managerial,Not-in-family,White,Female,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Federal-gov,'\'(276793.5-inf)\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(138590-176261.5]\'',14,Never-married,Prof-specialty,Not-in-family,White,Female,'\'(52.5-inf)\''
'\'(52.5-inf)\'',Local-gov,'\'(138590-176261.5]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',12,Married-civ-spouse,Adm-clerical,Wife,White,Female,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Federal-gov,'\'(276793.5-inf)\'',12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(138590-176261.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',14,Never-married,Sales,Not-in-family,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Local-gov,'\'(96945-138590]\'',13,Married-civ-spouse,Prof-specialty,Wife,White,Female,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',Self-emp-not-inc,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Adm-clerical,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Self-emp-inc,'\'(96945-138590]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',State-gov,'\'(276793.5-inf)\'',9,Married-civ-spouse,Protective-serv,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(276793.5-inf)\'',14,Separated,Tech-support,Not-in-family,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',13,Divorced,Sales,Not-in-family,White,Male,'\'(47.5-52.5]\''
'\'(45.5-52.5]\'',State-gov,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Local-gov,'\'(96945-138590]\'',14,Divorced,Prof-specialty,Not-in-family,White,Female,'\'(-inf-37.5]\''
'\'(52.5-inf)\'',Self-emp-inc,'\'(-inf-96945]\'',13,Married-civ-spouse,Farming-fishing,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Sales,Wife,White,Female,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',8,Divorced,Craft-repair,Not-in-family,White,Male,'\'(47.5-52.5]\''
'\'(39.5-45.5]\'',State-gov,'\'(176261.5-206692.5]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Self-emp-not-inc,'\'(96945-138590]\'',16,Never-married,Prof-specialty,Not-in-family,White,Female,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(96945-138590]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,'\'(40.5-47.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',State-gov,'\'(-inf-96945]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(37.5-39.5]\''
'\'(39.5-45.5]\'',Local-gov,'\'(206692.5-276793.5]\'',13,Divorced,Prof-specialty,Unmarried,White,Female,'\'(47.5-52.5]\''
'\'(34.5-39.5]\'',Local-gov,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(-inf-96945]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(-inf-37.5]\''
'\'(39.5-45.5]\'',Private,'\'(276793.5-inf)\'',11,Married-civ-spouse,Sales,Husband,White,Male,'\'(52.5-inf)\''
'\'(34.5-39.5]\'',Private,'\'(176261.5-206692.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',13,Never-married,Exec-managerial,Unmarried,White,Female,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Sales,Husband,White,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Private,'\'(-inf-96945]\'',9,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(39.5-40.5]\''
'\'(39.5-45.5]\'',Federal-gov,'\'(96945-138590]\'',10,Divorced,Prof-specialty,Unmarried,White,Female,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Local-gov,'\'(138590-176261.5]\'',10,Married-civ-spouse,Protective-serv,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',Private,'\'(276793.5-inf)\'',11,Married-civ-spouse,Tech-support,Wife,White,Female,'\'(-inf-37.5]\''
'\'(34.5-39.5]\'',Self-emp-not-inc,'\'(96945-138590]\'',14,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(52.5-inf)\''
'\'(39.5-45.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Tech-support,Wife,White,Female,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Local-gov,'\'(96945-138590]\'',15,Never-married,Prof-specialty,Not-in-family,White,Female,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Self-emp-not-inc,'\'(206692.5-276793.5]\'',10,Married-civ-spouse,Other-service,Husband,White,Male,'\'(40.5-47.5]\''
'\'(27.5-34.5]\'',Private,'\'(206692.5-276793.5]\'',13,Married-civ-spouse,Exec-managerial,Wife,White,Female,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Local-gov,'\'(-inf-96945]\'',14,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(276793.5-inf)\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Self-emp-inc,'\'(206692.5-276793.5]\'',9,Married-civ-spouse,Sales,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Self-emp-inc,'\'(138590-176261.5]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(47.5-52.5]\''
'\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',11,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Local-gov,'\'(176261.5-206692.5]\'',10,Married-civ-spouse,Protective-serv,Husband,White,Male,'\'(37.5-39.5]\''
'\'(27.5-34.5]\'',Private,'\'(276793.5-inf)\'',10,Married-civ-spouse,Transport-moving,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(276793.5-inf)\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(39.5-40.5]\''
'\'(52.5-inf)\'',Private,'\'(-inf-96945]\'',16,Divorced,Exec-managerial,Not-in-family,White,Female,'\'(52.5-inf)\''
'\'(-inf-27.5]\'',Private,'\'(138590-176261.5]\'',9,Married-civ-spouse,Sales,Own-child,White,Male,'\'(-inf-37.5]\''
'\'(34.5-39.5]\'',Local-gov,'\'(276793.5-inf)\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(45.5-52.5]\'',Self-emp-not-inc,'\'(276793.5-inf)\'',13,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(52.5-inf)\''
'\'(45.5-52.5]\'',Self-emp-inc,'\'(-inf-96945]\'',15,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(138590-176261.5]\'',13,Divorced,Sales,Not-in-family,Black,Male,'\'(39.5-40.5]\''
'\'(34.5-39.5]\'',Self-emp-not-inc,'\'(138590-176261.5]\'',16,Never-married,Prof-specialty,Not-in-family,White,Male,'\'(39.5-40.5]\''
'\'(45.5-52.5]\'',Private,'\'(-inf-96945]\'',6,Married-civ-spouse,Craft-repair,Husband,White,Male,'\'(40.5-47.5]\''
'\'(34.5-39.5]\'',State-gov,'\'(276793.5-inf)\'',16,Married-civ-spouse,Prof-specialty,Husband,White,Male,'\'(39.5-40.5]\''
'\'(27.5-34.5]\'',Private,'\'(96945-138590]\'',13,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
'\'(52.5-inf)\'',Self-emp-inc,'\'(138590-176261.5]\'',9,Married-civ-spouse,Exec-managerial,Husband,White,Male,'\'(40.5-47.5]\''
