Distance(mi),Street,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Weather_Condition,Amenity,Crossing,Junction,Railway,Station,Stop,Traffic_Calming,Traffic_Signal,Sunrise_Sunset
1.4099999666213991,Highway,28.0,66.0,29.81,10.0,SE,Fair,False,False,False,False,False,False,False,False,Day
0.245,large_local,84.0,35.0,29.85,10.0,SW,Mostly Cloudy,False,False,False,False,True,False,False,True,Day
0.289,large_local,39.0,83.0,30.29,10.0,NE,Cloudy,False,True,False,False,False,False,False,False,Day
0.061,local,57.0,77.0,30.21,10.0,SE,Fair,False,False,False,False,False,False,False,True,Night
0.222,large_local,45.0,66.0,29.58,10.0,NW,Cloudy,False,False,False,False,False,False,False,True,Night
1.315,Beltway,88.0,37.0,29.83,10.0,W,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.344,local,35.6,48.0,30.08,10.0,NW,Clear,False,True,False,False,False,False,False,False,Night
0.5489999999999999,large_local,54.0,100.0,29.76,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.735,large_local,55.9,84.0,29.83,10.0,SW,Clear,False,False,False,False,False,False,False,False,Night
0.132,local,72.0,94.0,29.69,10.0,SE,Fair,False,False,False,False,False,False,False,True,Night
0.5670000000000001,Highway,69.8,53.0,30.37,10.0,N,Scattered Clouds,False,False,False,False,False,False,False,False,Day
1.015,local,67.0,84.0,29.57,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Night
0.211,Interstate,45.0,58.0,29.61,10.0,SE,Fair,False,False,True,False,False,False,False,False,Night
0.0,large_local,68.9,34.0,29.89,10.0,NW,Clear,False,True,False,False,False,False,False,True,Day
1.338,Highway,23.0,50.0,30.45,10.0,NW,Overcast,False,False,False,False,False,False,False,False,Day
0.245,large_local,59.0,67.0,29.81,10.0,NW,Fair,False,False,True,False,False,False,False,False,Night
2.584,Interstate,53.1,100.0,29.71,8.0,Calm,Overcast,False,False,False,False,False,False,False,False,Day
0.489,Highway,33.0,90.0,30.24,10.0,Calm,Fair,False,False,True,False,False,False,False,False,Night
0.909,large_local,60.0,81.0,29.99,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
0.045,large_local,80.0,36.0,29.97,10.0,S,Fair,False,False,False,False,False,False,False,False,Day
1.864,Interstate,50.0,82.0,30.01,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Day
0.044,local,39.2,65.0,30.16,10.0,W,Scattered Clouds,False,False,False,False,False,False,False,False,Night
0.447,Interstate,64.0,100.0,29.61,7.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Day
2.745,Highway,58.0,96.0,29.64,7.0,Calm,Cloudy,False,False,False,False,False,False,False,True,Night
0.022,Highway,83.0,56.0,29.9,10.0,SE,Mostly Cloudy,False,False,True,False,False,False,False,False,Day
0.984,Highway,73.8,64.0,30.07,10.0,SE,Clear,False,False,False,False,False,False,False,False,Night
0.185,large_local,72.0,83.0,29.15,10.0,Calm,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.147,large_local,66.0,100.0,30.09,0.2,Variable,Drizzle,False,False,False,False,False,False,False,False,Night
6.21999979019165,Highway,57.0,49.0,29.57,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
0.77,local,73.4,65.0,29.97,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
0.127,local,52.0,44.0,30.01,10.0,NW,Fair,False,True,False,False,True,False,False,True,Night
0.464,large_local,68.0,78.0,30.16,10.0,E,Overcast,False,False,False,False,False,False,False,False,Day
0.032,local,49.0,76.0,29.68,10.0,NW,Cloudy,False,False,False,False,False,False,False,False,Day
0.176,large_local,76.0,56.0,29.68,10.0,W,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.046,local,37.0,100.0,29.96,2.0,W,Cloudy,False,False,False,False,False,False,False,False,Day
0.8059999999999999,local,59.0,44.0,29.74,10.0,SW,Mostly Cloudy,False,True,False,False,False,False,False,True,Day
3.109,Highway,56.0,24.0,29.97,10.0,W,Windy,False,True,False,False,False,False,False,True,Day
0.581,Beltway,36.0,93.0,29.69,2.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Night
0.581,local,63.0,94.0,29.68,1.0,Variable,Fog,False,False,False,False,False,False,False,False,Day
0.841,local,63.0,55.0,29.94,10.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.407,Highway,70.0,94.0,29.67,10.0,Calm,Fair,False,False,True,False,False,False,False,False,Day
0.942,Interstate,39.0,93.0,29.81,5.0,NE,Cloudy,False,False,False,False,False,False,False,False,Day
1.095,Interstate,73.0,34.0,29.04,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.267,Beltway,30.0,74.0,29.66,10.0,Calm,Fair,False,False,True,False,False,False,False,False,Night
0.633,Interstate,50.0,66.0,30.01,10.0,SE,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.527,local,26.6,43.0,29.83,10.0,SW,Clear,False,False,False,False,False,False,False,True,Day
0.312,local,59.0,67.0,29.49,10.0,SE,Fair,False,True,False,False,False,False,False,False,Night
0.675,Highway,62.1,72.0,30.12,10.0,S,Overcast,False,False,False,False,False,False,False,True,Night
0.239,large_local,37.4,100.0,30.35,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.0,local,62.6,86.0,29.69,10.0,NW,Overcast,False,False,False,False,False,False,False,False,Day
0.108,Highway,46.4,100.0,30.05,7.0,W,Overcast,False,False,False,False,False,False,False,False,Day
0.285,Beltway,67.0,43.0,29.66,10.0,NW,Fair,False,False,False,False,False,False,False,False,Night
0.001,large_local,84.2,45.0,30.07,10.0,Calm,Partly Cloudy,False,False,False,False,False,False,False,False,Day
7.829999923706055,Interstate,29.0,64.0,30.42,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
0.506,local,48.2,100.0,29.88,10.0,Calm,Overcast,False,False,False,False,False,False,False,False,Day
0.0,local,56.0,84.0,29.65,10.0,Variable,Cloudy,False,False,False,False,False,False,False,True,Day
0.055,Interstate,36.0,52.0,30.3,7.0,W,Mostly Cloudy,False,True,False,False,False,False,False,False,Day
0.7659999999999999,Highway,45.0,76.0,29.8,10.0,NW,Cloudy,False,False,False,False,False,False,False,True,Day
0.04,local,82.0,54.0,30.1,10.0,SE,Fair,False,False,False,False,False,False,False,True,Day
0.468,Interstate,28.0,37.0,30.42,10.0,NW,Fair,False,False,False,False,False,False,False,False,Night
1.254,Interstate,55.0,100.0,29.93,4.0,NE,Cloudy,False,False,False,False,False,False,False,False,Night
0.884,Interstate,46.4,100.0,30.12,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Day
1.056,Interstate,84.2,45.0,30.22,10.0,SW,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.55,local,73.0,78.0,29.66,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
1.897,local,68.0,68.0,30.26,7.0,Calm,Overcast,False,False,False,False,False,False,False,False,Day
0.542,large_local,66.2,78.0,29.98,10.0,Calm,Clear,False,True,False,False,False,False,False,False,Night
0.316,local,49.0,90.0,29.53,10.0,NE,Cloudy,False,True,False,False,False,False,False,True,Night
1.521,local,39.2,65.0,30.42,10.0,SE,Clear,False,False,False,False,False,False,False,True,Night
0.14,local,33.8,75.0,30.08,10.0,NW,unknown,False,False,False,False,False,False,False,True,Day
0.235,local,37.9,89.0,29.81,3.0,NE,Drizzle,False,False,False,False,False,False,False,True,Day
1.004,local,86.0,51.0,29.68,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Day
0.115,Highway,21.9,57.0,30.34,10.0,SE,Clear,False,False,False,False,False,False,False,False,Day
0.225,local,30.2,81.0,29.94,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
2.9810000000000003,Interstate,32.0,93.0,30.46,1.0,NE,Snow,False,False,False,False,False,False,False,False,Day
0.025,local,82.0,45.0,29.66,10.0,Calm,Partly Cloudy,False,False,False,False,False,False,False,True,Day
0.27,large_local,73.0,93.0,29.5,8.0,SE,Cloudy,False,True,False,False,False,False,False,True,Day
0.0,large_local,59.0,100.0,29.95,5.0,Calm,Scattered Clouds,False,False,False,False,False,False,False,False,Night
0.04,Highway,61.0,94.0,30.14,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
2.002,local,50.0,62.0,30.15,10.0,NW,Cloudy,False,False,False,False,False,False,False,False,Day
2.423,Interstate,43.0,89.0,29.54,10.0,NE,Drizzle,False,False,False,False,False,False,False,False,Day
0.176,Highway,43.0,46.0,29.66,6.0,NW,Fair,False,False,True,False,False,False,False,False,Night
0.231,Beltway,50.0,94.0,29.57,10.0,NE,Cloudy,False,False,False,False,False,False,False,False,Day
0.187,Highway,40.0,97.0,30.27,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Night
0.424,Highway,91.0,50.0,29.76,10.0,SW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.182,large_local,37.0,54.0,30.21,10.0,NE,Overcast,False,False,False,False,False,False,False,False,Night
6.424,Interstate,44.6,100.0,29.72,4.0,Calm,Drizzle,False,False,False,False,False,False,False,False,Day
0.069,large_local,48.0,82.0,29.58,7.0,N,Cloudy,False,False,False,False,False,False,False,False,Day
4.25,large_local,44.0,55.0,29.66,10.0,SE,Cloudy,False,False,False,False,False,False,False,False,Night
0.616,Highway,82.0,38.0,30.07,10.0,N,Fair,False,False,False,False,False,False,False,False,Day
0.133,large_local,77.0,60.0,29.62,10.0,NE,Mostly Cloudy,False,False,False,False,False,True,False,False,Day
0.889,Interstate,46.4,87.0,29.99,7.0,Calm,Drizzle,False,False,False,False,False,False,False,False,Day
0.2,local,76.0,84.0,29.69,10.0,S,Fair,False,False,True,False,False,False,False,False,Day
0.341,large_local,87.8,35.0,29.9,10.0,W,Clear,False,False,False,False,False,False,False,False,Day
0.273,large_local,66.0,90.0,29.19,10.0,SE,Cloudy,False,False,False,False,False,True,False,False,Day
1.423,Beltway,60.0,93.0,29.73,4.0,S,Drizzle,False,False,False,False,False,False,False,False,Day
0.139,large_local,84.0,46.0,30.06,10.0,NE,Fair,False,False,True,False,False,False,False,False,Day
1.3799999952316284,Interstate,70.0,84.0,29.93,10.0,Variable,Cloudy,False,False,False,False,False,False,False,False,Night
0.2,local,64.4,37.0,30.34,10.0,NE,Clear,False,False,False,False,False,False,False,False,Day
0.081,Highway,25.0,53.0,30.3,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
1.614,local,48.2,93.0,29.76,10.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
0.047,local,72.0,94.0,29.98,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
0.523,Highway,61.0,97.0,29.55,3.0,NE,Drizzle,False,False,False,False,True,False,False,False,Day
0.477,Highway,71.6,94.0,29.85,10.0,SW,Overcast,False,False,False,False,False,False,False,True,Day
1.5399999618530271,Interstate,40.0,97.0,29.7,5.0,SE,Cloudy,False,False,False,False,False,False,False,False,Night
0.16,Interstate,26.0,92.0,29.84,6.0,Calm,Cloudy,False,False,True,False,False,False,False,False,Night
0.046,local,63.0,88.0,28.92,10.0,S,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.445,local,50.0,71.0,30.46,10.0,SE,Fair,False,False,False,False,False,False,False,False,Night
0.281,local,46.0,50.0,29.76,10.0,SW,Cloudy,False,False,False,False,False,False,False,False,Day
1.382,Highway,67.0,80.0,29.94,10.0,W,Fair,False,False,False,False,False,False,False,False,Day
0.274,Highway,82.4,74.0,30.17,10.0,E,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.21,Highway,82.0,60.0,29.86,10.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.291,Highway,66.0,57.0,29.94,10.0,NE,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
3.417,local,50.0,54.0,30.17,10.0,NW,Cloudy,False,False,False,False,False,True,False,True,Day
0.052,local,68.0,75.0,29.64,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.215,Interstate,33.0,37.0,30.18,10.0,W,Fair,False,False,False,False,False,False,False,False,Day
0.203,local,48.0,30.0,29.69,10.0,Variable,Fair,False,False,False,False,False,False,False,False,Day
0.45,Interstate,54.0,100.0,29.85,4.0,Calm,Rain,False,False,False,False,False,False,False,False,Day
0.015,local,94.0,51.0,29.91,10.0,W,Fair,False,True,False,False,False,False,False,True,Day
0.562,local,48.0,34.0,30.19,10.0,NW,Clear,False,False,False,False,False,False,False,False,Night
0.254,local,35.0,91.0,29.87,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.103,large_local,65.0,75.0,29.61,10.0,E,Cloudy,False,False,False,False,False,False,False,False,Day
0.141,Highway,74.7,39.0,30.09,10.0,SE,Clear,False,False,False,False,False,False,False,False,Day
2.1300001144409184,Highway,87.0,57.0,29.35,10.0,S,Fair,False,False,True,False,False,False,False,False,Day
1.008,local,48.0,93.0,29.48,7.0,SW,Drizzle,False,False,False,False,False,False,False,False,Night
0.0,large_local,47.0,59.0,29.75,10.0,Calm,Fair,False,False,True,False,False,False,False,True,Night
0.092,large_local,25.0,48.0,30.3,10.0,NW,Fair,False,False,False,False,False,False,False,False,Night
1.809,large_local,64.8,96.0,30.0,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
1.148,local,32.0,38.0,30.53,10.0,SE,Fair,False,False,False,False,False,False,False,False,Day
10.829999923706056,large_local,64.0,94.0,29.51,7.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Day
0.047,local,46.4,66.0,29.59,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
0.186,local,70.0,25.0,29.57,10.0,NW,Fair,False,False,False,False,False,False,False,True,Day
0.02,local,57.0,44.0,30.52,10.0,N,Fair,False,False,False,False,False,False,False,False,Day
2.422,local,57.0,44.0,29.76,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.201,Interstate,50.0,100.0,30.2,5.0,SE,Heavy Rain,False,False,True,False,False,False,False,False,Day
8.270000457763674,Highway,50.0,100.0,30.01,7.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.0,Beltway,59.0,74.0,30.14,10.0,Calm,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.458,Highway,28.4,93.0,30.21,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.243,local,36.0,86.0,30.06,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Night
0.304,large_local,64.0,94.0,29.08,3.0,E,Rain,False,False,False,False,False,True,False,False,Day
0.054,large_local,30.0,69.0,29.49,10.0,NW,Fair,False,False,False,False,False,False,False,False,Night
0.485,Highway,86.0,48.0,30.07,10.0,Variable,Fair,False,False,False,False,False,False,False,False,Day
0.862,local,36.0,93.0,30.21,2.0,NE,Rain,True,False,False,False,False,True,False,False,Day
0.8490000000000001,Beltway,33.3,79.0,30.14,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.052,Highway,82.0,74.0,29.88,10.0,Variable,Fair,False,False,False,False,False,False,False,False,Day
0.212,local,32.0,87.0,30.04,10.0,SW,Overcast,False,False,False,False,False,True,False,False,Day
0.488,Highway,71.4,87.0,30.11,10.0,SE,Clear,False,False,False,False,False,False,False,True,Night
0.5529999999999999,Highway,57.0,33.0,29.71,10.0,N,Fair,False,False,False,False,False,False,False,False,Day
0.0,local,55.4,72.0,30.09,10.0,S,Clear,False,False,False,False,False,False,False,False,Day
4.2199997901916495,Interstate,91.0,50.0,29.46,10.0,S,Fair,False,False,False,False,False,False,False,False,Day
0.28,large_local,46.9,71.0,30.36,7.0,Calm,Overcast,False,False,False,False,False,False,False,False,Night
0.116,Highway,45.0,63.0,29.72,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.133,large_local,77.0,60.0,29.62,10.0,NE,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
4.147,Highway,62.6,88.0,30.17,10.0,S,Scattered Clouds,False,False,False,False,False,False,False,False,Night
2.7880000000000003,large_local,34.0,100.0,29.79,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.472,local,26.1,58.0,30.29,10.0,NW,Clear,False,False,False,False,False,False,False,False,Night
4.682,Interstate,75.9,76.0,29.79,10.0,NW,Clear,False,False,True,False,False,False,False,False,Night
0.021,local,60.0,80.0,30.04,10.0,NE,Fair,False,True,False,False,False,False,False,False,Day
0.529,large_local,69.8,83.0,30.21,10.0,Calm,Clear,False,False,True,False,False,False,False,False,Day
0.246,Interstate,77.0,74.0,29.96,10.0,S,Overcast,False,False,True,False,False,False,False,False,Day
0.158,local,60.8,82.0,30.09,10.0,Calm,Clear,False,True,False,False,False,False,False,True,Night
0.048,large_local,55.0,88.0,29.62,10.0,SW,Drizzle,False,False,True,False,False,False,False,False,Night
0.0,local,78.6,60.0,30.07,10.0,S,Mostly Cloudy,False,False,False,False,False,False,False,True,Day
0.89,Highway,32.0,100.0,30.24,4.0,Calm,Overcast,False,False,True,False,False,False,False,False,Night
0.0,Interstate,28.0,92.0,29.44,0.5,N,Snow,False,False,False,False,False,False,False,False,Day
0.338,Highway,32.0,73.0,30.25,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.123,Interstate,49.0,93.0,29.32,4.0,SW,Cloudy,False,False,False,False,False,False,False,False,Night
0.08,local,86.0,64.0,29.91,9.0,S,Mostly Cloudy,False,False,False,False,False,False,False,True,Night
0.58,local,26.0,66.0,30.47,10.0,N,Fair,False,False,False,False,False,True,False,False,Night
3.0810000000000004,local,71.0,90.0,29.97,7.0,W,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
0.334,Beltway,29.0,97.0,29.55,6.0,NE,Wintry Mix,False,False,True,False,False,False,False,False,Night
0.289,local,53.6,72.0,29.75,7.0,S,Overcast,False,False,False,False,False,False,False,False,Night
0.339,large_local,69.8,64.0,30.18,10.0,SE,Partly Cloudy,False,True,False,False,True,False,False,True,Day
0.173,local,39.2,93.0,29.68,10.0,NW,Overcast,False,False,False,False,False,False,False,False,Day
0.106,local,82.0,54.0,30.14,10.0,NE,Fair,False,False,False,False,False,False,False,False,Day
0.156,large_local,77.0,94.0,29.96,7.0,E,Overcast,False,False,False,False,False,False,False,False,Day
0.11,Highway,79.0,57.0,29.93,10.0,NW,Fair,False,False,False,False,False,False,False,True,Day
0.175,local,55.0,77.0,29.68,10.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
0.229,local,44.1,21.0,30.08,10.0,NW,Clear,False,False,True,False,False,False,False,False,Day
1.653,Interstate,46.0,34.0,29.17,10.0,W,Fair,False,False,False,False,False,False,False,False,Night
0.371,local,41.0,79.0,30.25,8.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.159,local,90.0,43.0,29.72,10.0,SW,Fair,False,False,False,False,False,False,False,False,Day
0.057,Interstate,68.0,81.0,29.7,10.0,SW,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
0.71,Highway,45.0,39.0,29.89,10.0,NW,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.0,local,31.8,62.0,30.25,10.0,Calm,Mostly Cloudy,False,False,False,False,False,False,False,False,Night
0.054,local,53.6,100.0,30.34,7.0,Calm,Scattered Clouds,False,False,False,False,False,False,False,False,Night
1.619,local,37.9,55.0,30.51,10.0,NE,Clear,False,False,False,False,False,False,False,False,Day
0.127,local,52.0,85.0,29.57,10.0,NW,Fair,False,False,False,False,False,False,False,False,Night
1.018,Highway,64.0,49.0,29.52,10.0,SE,Fair,False,False,False,False,False,False,False,False,Day
1.815,Interstate,68.0,94.0,29.98,4.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.0,large_local,37.6,66.0,30.59,10.0,Calm,Clear,False,False,True,False,False,False,False,False,Night
0.546,Interstate,69.1,75.0,30.25,10.0,Variable,Overcast,False,False,False,False,False,False,False,False,Day
0.201,large_local,75.0,65.0,29.28,10.0,SE,Cloudy,False,False,False,False,False,False,False,True,Day
0.134,local,25.0,93.0,30.3,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.381,Interstate,33.0,75.0,29.32,10.0,SE,Fair,False,False,False,False,False,False,False,False,Day
0.6759999999999999,local,57.0,83.0,30.0,10.0,W,Fair,False,False,False,False,False,False,False,False,Night
4.78000020980835,Highway,73.4,88.0,29.98,10.0,Calm,Scattered Clouds,False,False,True,False,False,False,False,False,Day
0.178,Interstate,49.0,44.0,29.57,10.0,Variable,Cloudy,False,False,False,False,False,False,False,False,Day
0.194,local,74.0,59.0,29.84,9.0,E,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.503,local,48.2,93.0,29.75,10.0,SW,Drizzle,False,False,False,False,False,False,False,False,Night
0.183,Highway,79.3,57.0,30.08,10.0,SE,Partly Cloudy,False,False,False,False,False,False,False,True,Day
0.016,Highway,73.0,51.0,29.89,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
0.104,large_local,50.0,100.0,29.89,7.0,Calm,Fog,False,False,False,False,False,False,False,False,Night
0.343,local,32.5,51.0,30.12,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.291,Highway,35.8,75.0,30.29,10.0,W,Clear,False,False,False,False,False,False,False,False,Night
1.054,Interstate,81.0,72.0,30.06,10.0,Calm,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.3229999999999999,local,26.0,64.0,30.3,10.0,N,Fair,False,False,False,False,False,False,False,False,Night
0.118,local,42.8,57.0,30.0,10.0,Calm,Overcast,False,False,False,False,False,True,False,False,Day
0.106,29B,57.0,64.0,30.15,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
0.074,large_local,90.0,47.0,29.84,10.0,W,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.747,Interstate,77.4,93.0,29.86,10.0,SW,Clear,False,False,False,False,False,False,False,False,Night
0.275,local,10.0,64.0,29.94,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
1.903,Highway,27.0,88.0,30.3,1.0,NE,Cloudy,False,False,False,False,False,False,False,False,Day
0.0069999999999999,local,68.0,18.0,30.04,10.0,W,Clear,False,True,False,False,False,False,False,True,Day
0.043,large_local,45.0,34.0,29.28,10.0,SW,Fair,False,False,False,False,False,False,False,False,Night
1.618,Interstate,50.0,100.0,29.82,5.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Day
1.464,local,53.0,94.0,30.21,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.319,Highway,66.0,87.0,30.08,10.0,Calm,Clear,False,True,True,False,False,False,False,True,Night
0.384,Beltway,46.4,87.0,30.14,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.348,large_local,78.8,61.0,30.2,10.0,SE,Overcast,False,False,False,False,False,False,False,True,Day
1.979,large_local,30.2,93.0,30.26,3.0,SE,Snow,False,False,False,False,False,False,False,False,Day
0.307,Highway,55.0,73.0,28.86,10.0,W,Cloudy,False,False,False,False,False,False,False,False,Day
1.001,local,37.9,40.0,30.0,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
0.201,Highway,71.6,100.0,29.93,4.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.316,local,50.0,76.0,30.14,10.0,E,Overcast,False,False,False,False,False,False,False,False,Night
0.6920000000000001,Interstate,58.0,49.0,29.15,10.0,SE,Partly Cloudy,False,False,True,False,False,False,False,False,Day
1.243,local,36.0,93.0,30.05,2.0,S,Rain,False,False,False,False,False,False,False,False,Day
0.116,Highway,72.0,60.0,29.61,10.0,Calm,Fair,False,False,True,False,False,False,False,False,Day
0.061,local,75.0,38.0,29.4,10.0,NW,Partly Cloudy,False,False,False,False,False,False,False,False,Day
0.442,local,79.0,78.0,29.87,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
0.221,Highway,71.6,94.0,30.21,5.0,SW,Overcast,False,False,True,False,False,False,False,False,Day
10.829999923706056,large_local,34.0,100.0,29.58,1.0,Calm,Fog,False,False,False,False,False,False,False,False,Day
0.295,Highway,23.0,55.0,30.66,10.0,S,Clear,False,False,False,False,False,False,False,False,Night
0.403,Interstate,69.1,70.0,30.08,10.0,NW,Scattered Clouds,False,False,False,False,False,False,False,False,Day
1.558,Highway,53.6,100.0,30.16,2.0,E,Overcast,False,False,False,False,False,False,False,False,Night
0.06,large_local,34.0,87.0,30.1,7.0,NE,Cloudy,False,False,False,False,False,False,False,False,Day
0.562,local,44.1,65.0,30.13,10.0,N,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.115,local,49.0,30.0,30.52,10.0,E,Fair,True,False,False,False,False,False,False,True,Day
0.065,local,86.0,55.0,29.93,10.0,E,Partly Cloudy,False,True,False,False,False,False,False,False,Day
1.686,large_local,78.0,60.0,29.49,10.0,SE,Fair,False,False,False,False,False,False,False,False,Day
0.348,Interstate,50.0,100.0,29.41,10.0,Calm,Cloudy,False,False,False,False,False,False,False,False,Night
0.509,Interstate,63.0,97.0,30.19,9.0,Calm,Scattered Clouds,False,False,False,False,False,False,False,False,Day
0.06,local,84.2,42.0,30.07,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
0.022,Highway,90.0,59.0,29.95,10.0,Variable,Fair,False,False,False,False,False,False,False,True,Day
0.218,Highway,28.0,85.0,30.03,2.0,N,Sleet,False,False,False,False,False,False,False,False,Day
1.463,Highway,23.0,50.0,30.16,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.532,local,31.0,76.0,30.6,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.75,local,38.0,77.0,30.17,10.0,Calm,Cloudy,False,False,False,False,False,False,False,True,Night
1.568,local,76.0,74.0,30.06,10.0,SE,Fair,False,False,False,False,False,False,False,False,Day
0.132,Highway,64.0,56.0,30.05,10.0,N,Fair,False,False,False,False,False,False,False,False,Day
0.033,large_local,35.0,68.0,30.27,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Night
0.0,local,45.0,93.0,29.73,10.0,Calm,Cloudy,False,False,False,False,False,False,False,True,Night
1.729,Highway,68.0,100.0,29.86,0.2,Calm,Fog,False,False,False,False,False,False,False,False,Night
0.412,local,54.5,88.0,30.3,10.0,Calm,Clear,False,True,False,False,False,False,True,True,Night
0.187,local,43.0,78.0,29.63,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.872,Highway,82.4,66.0,29.96,10.0,SE,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
2.5799999237060547,Beltway,61.0,88.0,29.42,10.0,NW,Cloudy,False,False,False,False,False,False,False,False,Day
4.081,Interstate,81.0,36.0,29.28,10.0,NW,Fair,False,False,False,False,False,False,False,False,Day
1.3769999999999998,Highway,77.0,79.0,30.03,10.0,SW,Clear,False,False,False,False,False,False,False,False,Day
0.237,Interstate,58.0,46.0,29.44,10.0,Variable,Fair,False,False,False,False,False,False,False,False,Day
0.295,local,28.4,100.0,29.77,0.5,NE,Snow,False,False,False,False,False,False,False,False,Day
0.059,large_local,30.0,80.0,30.42,10.0,Calm,Fair,True,False,False,False,True,False,False,False,Night
0.964,local,51.8,35.0,30.25,10.0,N,Clear,False,False,False,False,False,True,False,False,Day
1.881,Highway,52.0,62.0,30.07,10.0,Calm,Fair,False,False,False,False,False,False,False,False,Day
0.696,local,51.8,24.0,30.2,10.0,NW,Clear,False,False,False,False,False,False,False,False,Day
3.099,large_local,57.2,100.0,29.49,5.0,SE,Overcast,False,False,False,False,False,False,False,False,Night
1.283,Interstate,36.0,81.0,29.51,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
0.541,local,58.8,69.0,30.1,10.0,Calm,Clear,False,False,False,False,False,False,False,False,Night
0.0,local,80.6,37.0,30.02,10.0,NW,Mostly Cloudy,False,False,False,False,False,False,False,False,Day
