Distance(mi),County,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Season,Snow_Ice,Low_Vis_Weather,Rainy,Qty_Slowing_Elements,Freezing
0.025,Frederick,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
0.095,Baltimore,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,1,0,2,0
0.27,Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,2,0
0.0,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.5379999999999999,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
0.04,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
2.423,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,1,0,0
0.176,Frederick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fall,0,0,0,1,0
0.187,Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.424,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.182,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
6.424,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,1,0,0
0.069,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
4.25,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.616,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.338,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,1,0,0,0
0.133,Prince Georges,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Summer,0,0,0,1,0
0.889,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,1,0,0
0.2,Prince Georges,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
0.341,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.405,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
0.273,Washington,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Spring,0,0,0,1,0
1.423,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,1,0,0
0.139,Prince Georges,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1.3799999952316284,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.2,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.081,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
1.614,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.047,St Marys,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.523,Anne Arundel,0,0,0,0,0,0,0,0,1,0,0,0,0,1,Spring,0,0,1,0,0
0.477,Howard,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
0.946,Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,1,0,0,0
0.019,Baltimore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Spring,0,1,0,0,0
0.6299999952316284,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
1.5399999618530271,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.046,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.445,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.281,Talbot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
1.382,Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.274,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.21,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.291,Kent,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
3.417,Caroline,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Spring,0,0,0,2,0
0.052,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
5.147,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,1,0,0,0
0.215,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,1
0.203,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.45,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,1,0,0
0.015,Anne Arundel,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,2,0
0.562,Wicomico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.254,Caroline,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.103,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.141,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
2.1300001144409184,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
2.325,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
1.008,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,1,0,0
0.0,Prince Georges,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Spring,0,0,0,2,0
0.092,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
1.809,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
1.148,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
10.829999923706056,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.047,St Marys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.186,Carroll,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
0.02,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
2.422,Somerset,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.201,Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Winter,0,0,1,1,0
8.270000457763674,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.458,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.243,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.304,Baltimore,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Summer,0,0,1,1,0
0.054,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.484,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,1,0,0,0
0.092,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,1,0,0,0
0.485,Caroline,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.862,Caroline,1,0,0,0,0,0,0,0,0,1,0,0,0,1,Winter,0,0,1,1,1
0.8490000000000001,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.052,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.0,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,1,0,0,0
0.212,Calvert,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Winter,0,0,0,1,1
0.488,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Summer,0,0,0,1,0
0.036,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,1,0,1,0
0.5529999999999999,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.0,Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
4.2199997901916495,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.28,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.116,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.133,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
4.147,Garrett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
2.7880000000000003,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.472,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
4.682,Anne Arundel,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer,0,0,0,1,0
0.021,Prince Georges,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
0.121,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,1,0,0,0
0.529,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
0.246,Anne Arundel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
0.158,Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Fall,0,0,0,2,0
0.048,Prince Georges,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,0,1,1,0
0.0,Harford,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fall,0,0,0,1,0
0.117,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,1,0,0,0
0.89,Howard,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,1
0.0,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,1,0,1,0,1
0.338,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,1
0.123,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.08,Cecil,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Summer,0,0,0,1,0
0.58,Cecil,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Winter,0,0,0,1,1
1.134,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
3.0810000000000004,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.334,Prince Georges,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,1,0,0,1,1
0.611,Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Fall,0,1,0,1,0
0.289,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.604,Prince Georges,0,0,1,0,0,0,0,0,0,0,1,0,0,1,Summer,0,0,0,2,0
0.339,Baltimore,0,0,1,0,0,0,0,0,1,0,0,1,0,1,Spring,0,0,0,2,0
0.173,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,1
0.106,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.156,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.092,Worcester,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fall,0,1,0,1,0
0.11,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fall,0,0,0,1,0
0.401,Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,1,0,1,0
0.175,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.229,Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Winter,0,0,0,1,0
0.036,Baltimore City,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Winter,0,1,0,2,0
1.653,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.371,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.092,Baltimore,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,1,0
0.057,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
1.221,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
0.71,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.0,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.054,Allegany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.425,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,1,0,0,0
1.619,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.127,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
1.018,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1.815,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.0,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,0
0.546,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.201,Carroll,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fall,0,0,0,1,0
0.134,Dorchester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,1
0.381,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.6759999999999999,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
4.78000020980835,Howard,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
0.178,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.194,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.503,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,1,0,0
0.183,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fall,0,0,0,1,0
0.016,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.104,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.343,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.291,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,1
1.054,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.3229999999999999,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.118,Prince Georges,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Winter,0,0,0,1,0
0.074,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.747,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.275,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
1.903,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.0069999999999999,Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,2,0
0.043,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
1.618,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1.464,Talbot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.319,Montgomery,0,0,1,0,1,0,0,0,0,0,0,1,0,0,Summer,0,0,0,3,0
0.101,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,1,0,0,0
0.384,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.348,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
0.307,Allegany,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
1.001,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,1
0.201,Allegany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.316,St Marys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.6920000000000001,Washington,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
0.064,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
1.243,Talbot,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,1,0,0
0.116,Frederick,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1.805,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,1,0,0,0
0.061,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.442,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.221,Frederick,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Fall,0,0,0,1,0
10.829999923706056,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.13,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
0.295,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.386,Baltimore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fall,0,1,0,1,0
0.403,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
1.558,Garrett,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.06,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,1
0.562,Wicomico,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.115,Montgomery,1,0,0,0,0,0,0,0,0,0,0,1,0,1,Spring,0,0,0,1,0
0.065,Anne Arundel,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,1,0
1.686,Calvert,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.348,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.509,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.06,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.022,Dorchester,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
1.524,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
0.218,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,1,0,1,0,1
1.463,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,1
0.532,Queen Annes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,1
0.75,Charles,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Winter,0,0,0,1,0
1.568,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.132,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.033,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.0,Howard,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Spring,0,0,0,1,0
1.729,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.412,Prince Georges,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Fall,0,0,0,3,0
0.187,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.872,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1.388,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
2.5799999237060547,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
4.081,Garrett,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1.3769999999999998,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
0.237,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.5920000000000001,Kent,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Summer,0,1,0,1,0
0.295,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,1,0,0,0,1
1.381,Baltimore City,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Fall,0,1,0,1,0
0.059,Baltimore,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Winter,0,0,0,0,1
0.8299999833106995,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
0.964,Baltimore,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Fall,0,0,0,1,0
0.696,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
3.099,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.495,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,1,0,0,0
1.283,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.541,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
0.0,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.158,Frederick,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,0,0,1,1
0.156,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,0
0.022,Washington,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Fall,0,0,0,1,0
0.12,Montgomery,0,0,1,0,0,0,0,0,0,0,0,1,0,1,Fall,0,0,0,2,0
0.307,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
0.072,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Spring,0,0,0,0,1
0.607,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.261,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
0.35,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
1.6980000000000002,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,1,0,0
0.117,Baltimore City,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,1,0,0,0
0.181,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1.699,Frederick,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Fall,0,0,0,1,0
1.007,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
0.831,Prince Georges,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,0,1,0,1,0
1.135,Howard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1.8400000333786009,Allegany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,1,0,0,0,1
0.152,Worcester,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
4.360000133514403,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,1,0,0,0
0.018,Prince Georges,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Fall,0,1,0,2,0
0.899,Prince Georges,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Fall,0,0,0,1,0
0.0,Frederick,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Fall,0,0,0,1,0
0.685,Anne Arundel,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
0.161,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,1
0.44,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
2.367,Anne Arundel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Fall,0,0,0,0,0
0.0,Frederick,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,1
0.056,Baltimore,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Winter,0,0,0,0,1
0.934,Cecil,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Winter,0,0,0,0,0
0.353,Harford,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
1.246,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,1,0,0
0.025,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Winter,1,0,1,1,1
3.470000028610228,Baltimore,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,0,0,0
4.565,Carroll,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Summer,0,0,0,0,0
1.094,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Winter,0,0,0,0,0
6.230000019073486,Montgomery,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Spring,0,0,0,1,0
0.223,Montgomery,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Spring,0,0,0,1,0
0.185,Prince Georges,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,0,0,0,0,0
0.032,Harford,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fall,0,0,0,1,0
0.454,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Fall,0,0,1,0,0
0.028,St Marys,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Fall,0,0,0,1,0
0.652,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Summer,0,0,0,0,0
1.124,Charles,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Spring,1,0,1,0,1
1.866,Harford,0,0,0,0,0,0,0,0,0,0,0,1,0,1,Summer,0,0,0,1,0
